ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,phenotype
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG GLYCOLYSIS GLUCONEOGENESIS,45,-0.6412815972180869,-1.8584039679937787,2.656132335036677e-4,0.004201518420876198,0.0031517742540148126,2044,"tags=38%, list=15%, signal=32%",ALDH1B1/PGAM1/PGM2/GPI/PGAM4/DLAT/ACSS2/ENO1/GAPDH/ADH5/PKM/PDHA1/HK1/TPI1/LDHA/ALDOA/PGK1,good
KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG CITRATE CYCLE TCA CYCLE,28,-0.7009145394362982,-1.8600816551514983,3.9266958103024e-4,0.0056937089249384796,0.004271142811206119,2551,"tags=54%, list=18%, signal=44%",CS/IDH3B/SDHD/DLD/SDHC/SUCLG1/DLST/MDH2/DLAT/MDH1/PDHA1/FH/ACO1/IDH3G/SDHB,good
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,KEGG GLYCOSAMINOGLYCAN BIOSYNTHESIS CHONDROITIN SULFATE,21,0.8427319638940318,1.712823054340762,0.001359488107206149,0.01819622543491307,0.013649921076401821,340,"tags=10%, list=2%, signal=9%",B3GAT1/B3GAT2,poor
KEGG_PYRIMIDINE_METABOLISM,KEGG PYRIMIDINE METABOLISM,88,-0.4788378454721868,-1.5733251332827325,0.0017279385574207498,0.02147580778508646,0.01611010384362203,2988,"tags=40%, list=22%, signal=31%",TXNRD1/UCKL1/UPRT/POLR2H/POLR2J/POLR2C/NME1/CMPK2/PNPT1/POLR3C/POLE4/NME7/POLR1D/TYMS/DCTD/DCK/POLR1E/POLR1C/POLE3/NT5C3A/POLD4/POLR2D/DTYMK/POLR3F/POLR3K/ITPA/POLE2/AK3/POLR3G/NUDT2/UPP1/CMPK1/POLR2L/PNP/POLR2I,good
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG UBIQUITIN MEDIATED PROTEOLYSIS,130,-0.43065472620264084,-1.5113992877082987,0.0023830163502683004,0.027642989663112284,0.020736422977773283,3128,"tags=35%, list=23%, signal=27%",WWP1/CUL2/UBE2I/CUL5/UBE2D2/UBE3A/CUL4A/TRAF6/PIAS3/UBE2Z/ANAPC4/UBE2G1/HERC4/ANAPC13/UBA6/UBE2W/UBE2F/UBA2/CUL1/TRIP12/RNF7/UBE2K/NEDD4/PML/ELOC/UBE2B/BIRC3/SKP1/UBE3C/UBE2Q2/ELOB/ANAPC10/RCHY1/KLHL13/HERC3/UBE2L3/CDC26/UBE2C/CDC20/RBX1/ITCH/SAE1/UBE2D3/UBE2A/UBE2J1,good
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG PANTOTHENATE AND COA BIOSYNTHESIS,10,-0.8296197417338174,-1.726802987292635,0.00384083743113583,0.0380227747266085,0.028522831615846667,1279,"tags=30%, list=9%, signal=27%",PPCS/PANK2/BCAT2,good
KEGG_RNA_DEGRADATION,KEGG RNA DEGRADATION,54,-0.535183873869138,-1.6035771246129664,0.00391261465550021,0.0380227747266085,0.028522831615846667,2576,"tags=33%, list=19%, signal=27%",XRN2/CNOT6L/PNPT1/ZCCHC7/PAPOLA/MPHOSPH6/PARN/EXOSC9/LSM4/EXOSC10/DCPS/C1D/LSM7/ENO1/LSM5/HSPD1/LSM6/EXOSC3,good
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG TOLL LIKE RECEPTOR SIGNALING PATHWAY,70,-0.4961731680609571,-1.556867633921812,0.0039333904889595,0.0380227747266085,0.028522831615846667,2998,"tags=44%, list=22%, signal=35%",MAPK10/TLR4/TLR3/IRAK1/IKBKE/IRAK4/TRAF3/PIK3CA/AKT1/RAC1/MAP2K1/CXCL10/TRAF6/CXCL11/MAP3K7/MYD88/STAT1/CASP8/TLR1/TLR2/TAB2/TBK1/MAP2K3/SPP1/FADD/MAPK14/RIPK1/LY96/TLR6/NFKB1/NFKBIA,good
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,KEGG GLYCOSAMINOGLYCAN BIOSYNTHESIS HEPARAN SULFATE,24,0.8150090030096285,1.7235159114470406,0.0053094094231887,0.04862301261235967,0.03647461321193346,340,"tags=12%, list=2%, signal=12%",B3GAT1/EXTL1/B3GAT2,poor
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG TYPE II DIABETES MELLITUS,32,0.7574344939609385,1.6821674079758209,0.006327594089549529,0.055050068579080895,0.04129587721600746,712,"tags=25%, list=5%, signal=24%",ABCC8/KCNJ11/PRKCZ/CACNA1D/PDX1/CACNA1E/CACNA1G/CACNA1C,none
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG HEMATOPOIETIC CELL LINEAGE,30,-0.6325060552170646,-1.7089642583878617,0.008303577637193048,0.06880107185102811,0.05161120937403197,1218,"tags=37%, list=9%, signal=34%",IL7/CD55/CSF1/ITGA6/ITGA2/ITGA3/IL1R1/ANPEP/CD9/CD44/KITLG,none
KEGG_RENAL_CELL_CARCINOMA,KEGG RENAL CELL CARCINOMA,65,-0.4897696104014839,-1.510196824394465,0.008932406799511676,0.07064721741431962,0.05299609775786832,1452,"tags=18%, list=11%, signal=17%",HIF1A/ELOC/NRAS/RAP1A/ELOB/EGLN3/RBX1/ARAF/FH/RAP1B/CDC42/SLC2A1,none
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,KEGG BIOSYNTHESIS OF UNSATURATED FATTY ACIDS,22,-0.6566333091474079,-1.6882449088133078,0.01075398643469955,0.07430515650970253,0.05574010530673389,1150,"tags=27%, list=8%, signal=25%",HADHA/ACOT7/ELOVL5/TECR/BAAT/ELOVL6,none
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,KEGG CYTOSOLIC DNA SENSING PATHWAY,32,-0.6055006273114162,-1.6703324896762741,0.010384392053714032,0.07430515650970253,0.05574010530673389,3009,"tags=41%, list=22%, signal=32%",PYCARD/CXCL10/POLR3C/POLR1D/POLR1C/POLR3F/POLR3K/TBK1/POLR3G/DDX58/RIPK1/NFKB1/NFKBIA,none
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,KEGG MATURITY ONSET DIABETES OF THE YOUNG,10,0.8839452274545122,1.646104883261374,0.010538002963071355,0.07430515650970253,0.05574010530673389,1300,"tags=60%, list=9%, signal=54%",MNX1/PDX1/NKX2-2/ONECUT1/FOXA3/GCK,none
KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG CALCIUM SIGNALING PATHWAY,117,0.5912518287579432,1.487985098097577,0.011103069363518767,0.07430515650970253,0.05574010530673389,1915,"tags=30%, list=14%, signal=26%",ERBB3/CACNA1D/PTK2B/RYR1/CACNA1H/ADCY1/ADRB1/SLC8A3/CHRM1/PLCB4/CACNA1E/P2RX5/CHRM3/CACNA1G/CACNA1C/GNAQ/GRIN2D/CALML6/CHRNA7/ERBB4/CACNA1I/ERBB2/NOS3/ADRA1D/PDE1A/ATP2B2/ADCY8/GRM5/P2RX7/CAMK2B/TACR1/ATP2A1/GRIN2A/SLC8A1/SLC8A2,none
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG NOD LIKE RECEPTOR SIGNALING PATHWAY,45,-0.5404693276635227,-1.5662547427931894,0.0125589905503239,0.08093571687986513,0.060714028391429385,2422,"tags=36%, list=18%, signal=29%",TRAF6/MAP3K7/NLRC4/HSP90AA1/NLRP1/CARD6/HSP90B1/NOD1/CASP8/BIRC3/TAB2/HSP90AB1/MAPK14/SUGT1/NFKB1/NFKBIA,none
KEGG_BASAL_TRANSCRIPTION_FACTORS,KEGG BASAL TRANSCRIPTION FACTORS,31,-0.6005637596566693,-1.6585360624926986,0.013588927553489071,0.08444547836811066,0.06334688032453553,2471,"tags=32%, list=18%, signal=27%",TAF12/GTF2H2/TAF13/GTF2B/TAF11/GTF2A2/TAF9/GTF2H1/TAF7L/GTF2E2,none
KEGG_BASAL_CELL_CARCINOMA,KEGG BASAL CELL CARCINOMA,47,0.6956033993443591,1.6181122557467407,0.015017413401721956,0.08710099772998735,0.06533892146714114,2854,"tags=43%, list=21%, signal=34%",APC2/WNT10B/WNT6/WNT3/DVL2/FZD9/AXIN2/WNT7A/APC/WNT16/WNT4/PTCH1/DVL1/LEF1/WNT1/TP53/DVL3/SMO/WNT5A/SHH,none
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG B CELL RECEPTOR SIGNALING PATHWAY,55,-0.5101739180610559,-1.5359515596684135,0.014871647452085714,0.08710099772998735,0.06533892146714114,1957,"tags=18%, list=14%, signal=16%",PPP3R1/NFAT5/CHP1/PPP3CA/NRAS/BCL10/RASGRP3/NFKB1/IFITM1/NFKBIA,none
KEGG_LEISHMANIA_INFECTION,KEGG LEISHMANIA INFECTION,40,-0.5302034470148731,-1.5271985101701346,0.01706520016473021,0.095785317053647,0.07185347437781142,2689,"tags=32%, list=19%, signal=26%",TRAF6/IFNGR1/JAK2/MAP3K7/MYD88/STAT1/JAK1/TLR2/TAB2/MAPK14/ITGB1/NFKB1/NFKBIA,none
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG GLYOXYLATE AND DICARBOXYLATE METABOLISM,15,-0.7041977608443566,-1.6302858853802298,0.01835547911836453,0.09980791770610714,0.0748710332459606,1885,"tags=47%, list=14%, signal=40%",MTHFD2L/MTHFD1/GRHPR/MDH2/MDH1/ACO1/HAO1,none
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG ANTIGEN PROCESSING AND PRESENTATION,37,-0.5467962339207219,-1.5197284537043434,0.022169076015158412,0.1168914917162898,0.08768629747622467,2622,"tags=46%, list=19%, signal=37%",CANX/HLA-A/LGMN/HSP90AA1/HSPA5/CTSB/HSPA8/CTSL/PDIA3/HSP90AB1/HSPA4/CALR/PSME1/CTSS/IFI30/B2M/PSME2,none
KEGG_VIBRIO_CHOLERAE_INFECTION,KEGG VIBRIO CHOLERAE INFECTION,45,-0.5088711040232058,-1.4746845738542085,0.027084468648687205,0.13860875131975214,0.10397752670084254,2023,"tags=29%, list=15%, signal=25%",ATP6V1F/ATP6V1E1/PRKACB/PDIA4/ERO1A/KDELR1/ATP6AP1/ATP6V1D/ARF1/ATP6V0E1/KDELR2/SEC61B/ACTB,none
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG CYSTEINE AND METHIONINE METABOLISM,26,-0.5971394655016068,-1.5780922232321555,0.03038918072039492,0.1492209029648243,0.111938245418259,2698,"tags=38%, list=20%, signal=31%",SMS/AHCYL1/APIP/GOT2/MTR/ADI1/MAT2B/TRDMT1/LDHA/AMD1,none
KEGG_GLUTATHIONE_METABOLISM,KEGG GLUTATHIONE METABOLISM,40,-0.5055953567103031,-1.456317343586136,0.031367129352636074,0.1492209029648243,0.111938245418259,2846,"tags=45%, list=21%, signal=36%",GSS/GSR/SMS/GPX7/GSTK1/MGST2/GSTP1/G6PD/TXNDC12/GGCT/GSTM4/MGST3/LAP3/GPX4/ANPEP/GCLM/GSTO1/MGST1,none
KEGG_PEROXISOME,KEGG PEROXISOME,72,-0.43739703181594763,-1.3888506581836488,0.0317308816649339,0.1492209029648243,0.111938245418259,1380,"tags=21%, list=10%, signal=19%",HMGCL/SLC25A17/PEX3/ACSL1/SOD1/ACOT8/PEX13/ACOX2/PRDX1/BAAT/ECH1/SOD2/ACSL4/ECI2/HAO1,none
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG PENTOSE PHOSPHATE PATHWAY,22,-0.6071675280798629,-1.5610653218438486,0.03461417519145072,0.1516250490414469,0.11374171857918584,3248,"tags=50%, list=24%, signal=38%",PGLS/TKT/RPIA/TALDO1/RPE/PGM2/GPI/RBKS/G6PD/PRPS2/ALDOA,none
KEGG_ENDOMETRIAL_CANCER,KEGG ENDOMETRIAL CANCER,48,0.6514741001392274,1.5198415182079013,0.038341966424273934,0.1516250490414469,0.11374171857918584,964,"tags=8%, list=7%, signal=8%",APC2/CTNNA2/CTNNA3/ERBB2,none
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG CELL ADHESION MOLECULES CAMS,77,0.601151709646377,1.452147329767287,0.03825501880442708,0.1516250490414469,0.11374171857918584,1451,"tags=22%, list=11%, signal=20%",NFASC/NRXN2/CADM3/CNTN2/NCAM2/NCAM1/MPZ/NRXN1/NLGN2/NEO1/PTPRM/CLDN9/CNTNAP1/NLGN3/CNTN1/ITGB7/L1CAM,none
KEGG_NUCLEOTIDE_EXCISION_REPAIR,KEGG NUCLEOTIDE EXCISION REPAIR,42,-0.49628016571953243,-1.4402850726184386,0.03670307245877479,0.1516250490414469,0.11374171857918584,3477,"tags=40%, list=25%, signal=30%",POLD2/CCNH/RPA3/CUL4A/GTF2H5/POLE4/ERCC1/GTF2H2/POLE3/POLD4/CDK7/POLE2/PCNA/CETN2/RAD23A/RBX1/GTF2H1,none
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG RIG I LIKE RECEPTOR SIGNALING PATHWAY,49,-0.4751350497557515,-1.4068367754357138,0.03632331395160451,0.1516250490414469,0.11374171857918584,1590,"tags=27%, list=12%, signal=24%",CASP8/DDX3X/TBK1/FADD/DDX58/MAPK14/RIPK1/TANK/ATG5/CASP10/NFKB1/ISG15/NFKBIA,none
KEGG_CELL_CYCLE,KEGG CELL CYCLE,116,-0.3896966739292385,-1.367002693047128,0.034610269609210084,0.1516250490414469,0.11374171857918584,1911,"tags=20%, list=14%, signal=17%",YWHAE/PLK1/CUL1/CDK7/CCNB2/BUB1/YWHAQ/PCNA/SKP1/CDC14A/DBF4/ANAPC10/YWHAZ/YWHAH/CDC26/CDC20/RBX1/PTTG1/CCNA2/CCNB1/HDAC1/YWHAB/MAD2L1,none
KEGG_OOCYTE_MEIOSIS,KEGG OOCYTE MEIOSIS,99,-0.3841059632250556,-1.3142832984974844,0.036255769540395326,0.1516250490414469,0.11374171857918584,2375,"tags=35%, list=17%, signal=29%",ANAPC13/CAMK2D/ITPR3/SPDYA/PPP2R5C/PPP3R1/YWHAE/PLK1/CHP1/ITPR1/PRKACB/CUL1/CCNB2/BUB1/YWHAQ/PPP3CA/PPP1CA/RPS6KA2/SKP1/CALM1/ANAPC10/YWHAZ/YWHAH/CALM2/CDC26/CDC20/SLK/RBX1/PTTG1/CCNB1/PPP1CB/YWHAB/MAD2L1/AURKA/PPP2R1B,none
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,KEGG NICOTINATE AND NICOTINAMIDE METABOLISM,19,-0.6198283724796695,-1.517401003434365,0.041141970632438254,0.1551039119804401,0.1163513919272509,628,"tags=32%, list=5%, signal=30%","NADSYN1/NMRK1/NT5C3A/BST1/NAMPT/PNP",none
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,KEGG AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM,41,-0.5205611153682385,-1.499674103701834,0.04211938306437831,0.1551039119804401,0.1163513919272509,2572,"tags=49%, list=19%, signal=40%",GFUS/FPGT/GFPT1/PGM3/UXS1/GNPNAT1/NANP/HEXA/RENBP/PGM2/GPI/PMM1/GNPDA2/HEXB/PMM2/UAP1/GMPPA/GNPDA1/HK1/CYB5R1,none
KEGG_COLORECTAL_CANCER,KEGG COLORECTAL CANCER,57,0.61454473968668,1.4411829859663445,0.042787286063569685,0.1551039119804401,0.1163513919272509,4,"tags=2%, list=0%, signal=2%",APC2,none
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG FC GAMMA R MEDIATED PHAGOCYTOSIS,75,-0.4083103382022703,-1.2973363893635317,0.040487220045219714,0.1551039119804401,0.1163513919272509,1661,"tags=17%, list=12%, signal=15%",PIP5K1A/ARPC1A/PLD1/ARPC5L/PLPP2/ARPC3/ARPC2/ARPC1B/ARPC5/VASP/CDC42/ARF6/CFL2,none
KEGG_AXON_GUIDANCE,KEGG AXON GUIDANCE,116,0.5584519087436508,1.4030410458298679,0.04509628055442193,0.16013781258100848,0.12012757870565671,1944,"tags=28%, list=14%, signal=25%",SRGAP3/EFNA2/SEMA4D/UNC5A/SEMA7A/SEMA3F/NTN1/SEMA6B/EPHB1/EFNB3/SRGAP1/NTN3/EPHB6/NTN4/PLXNA3/PLXNB3/EPHB3/PAK5/PAK6/SEMA5B/NCK2/EFNA3/L1CAM/RND1/SLIT3/PLXNC1/SEMA5A/SEMA4G/EPHA4/SEMA6C/LRRC4C/ABLIM2/ROBO3,none
KEGG_PYRUVATE_METABOLISM,KEGG PYRUVATE METABOLISM,34,-0.5348853332544073,-1.4754769835404582,0.04667508163801045,0.16242928410027638,0.12184652890764835,2551,"tags=41%, list=18%, signal=34%",DLD/ACAT1/ME2/ALDH1B1/GRHPR/MDH2/DLAT/ACAT2/ACSS2/MDH1/PKM/PDHA1/GLO1/LDHA,none
KEGG_TASTE_TRANSDUCTION,KEGG TASTE TRANSDUCTION,24,0.691609302581683,1.4625600859653807,0.05508474576271186,0.18793619142572282,0.14098056707071768,2217,"tags=42%, list=16%, signal=35%",ADCY6/GNB3/KCNB1/TAS2R31/PDE1A/ADCY8/TAS2R19/GNG13/GNG3/TAS1R3,none
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,KEGG VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS,10,-0.6814845525563191,-1.4184686091108092,0.0741687979539642,0.2481802085382648,0.18617269122047694,1309,"tags=30%, list=9%, signal=27%",IARS2/PDHA1/BCAT2,none
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,KEGG PORPHYRIN AND CHLOROPHYLL METABOLISM,20,-0.5747841815801762,-1.4355710724091792,0.07988165680473373,0.2555583692073943,0.19170742759659343,2194,"tags=40%, list=16%, signal=34%",FECH/HMBS/GUSB/HMOX2/BLVRB/HMOX1/UROD/HCCS,none
KEGG_STEROID_BIOSYNTHESIS,KEGG STEROID BIOSYNTHESIS,16,-0.6135263006129769,-1.4194178421515653,0.0807799442896936,0.2555583692073943,0.19170742759659343,2120,"tags=56%, list=15%, signal=48%",CYP51A1/SQLE/HSD17B7/FDFT1/SOAT1/LIPA/EBP/NSDHL/MSMO1,none
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,KEGG TERPENOID BACKBONE BIOSYNTHESIS,14,-0.6221633420424967,-1.4165642579844349,0.07967032967032966,0.2555583692073943,0.19170742759659343,2962,"tags=64%, list=21%, signal=51%",HMGCS1/PDSS1/PDSS2/IDI1/MVK/ACAT1/GGPS1/ACAT2/FDPS,none
KEGG_ERBB_SIGNALING_PATHWAY,KEGG ERBB SIGNALING PATHWAY,78,0.5467307760806333,1.3213342077676822,0.08449074074074074,0.26252480158730157,0.19693330548593707,1891,"tags=15%, list=14%, signal=13%",ERBB3/SHC2/SRC/ERBB4/ERBB2/PAK5/STAT5B/PAK6/NCK2/CAMK2B/BRAF/CBLB,none
